"uri","component_id","display_string","iso_language_code","language","acquistions_note"
archives.yale.edu/repositories/11/archival_objects/2403428,P.CtYBR inv. 2680(A),"Letter, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2403392,P.CtYBR inv. 2648(first text),"Letter, Medieval CE ix-x [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2403763,P.CtYBR inv. 4027(A),"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404513,P.CtYBR inv. 4923,Literary work,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404591,P.CtYBR inv. 5326,Document (?),ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405531,P.CtYBR inv. 5080,Letter (?),cop,Coptic,"1997a"
archives.yale.edu/repositories/11/archival_objects/2404743,P.CtYBR inv. 5573,"Document (?), Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400676,P.CtYBR inv. 2296,Document (?),grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2405309,P.CtYBR inv. 4482,"Document, Byzantine",grc,"Greek, Ancient (to 1453)","1996b"
archives.yale.edu/repositories/11/archival_objects/2402775,P.CtYBR inv. 4110,"Document, Byzantine",cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2401192,P.CtYBR inv. 1575(B),"Document, Roman",grc,"Greek, Ancient (to 1453)","1935"
archives.yale.edu/repositories/11/archival_objects/2399577,P.CtYBR inv. 322,Document,grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2405863,P.CtYBR inv. DP 56,"Document, Roman CE 221-230 [CBW]",lat,Latin,
archives.yale.edu/repositories/11/archival_objects/2399400,P.CtYBR inv. 237 qua,"Contract, Ptolemaic BCE 184, Apr 11",grc,"Greek, Ancient (to 1453)","1927"
archives.yale.edu/repositories/11/archival_objects/2402069,P.CtYBR inv. 3156(A),"Document, Roman-Byzantine",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399172,P.CtYBR inv. 13(A) fol,"Account, Roman CE ii [BPG]",grc,"Greek, Ancient (to 1453)","1904"
archives.yale.edu/repositories/11/archival_objects/2400536,P.CtYBR inv. 1117,"Contract, Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2399298,P.CtYBR inv. 144,"Account, Roman",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.|P.CtYBR inv. 137-151, 162-167, 240, 279, 280, and 2126-2146 were purchased by Dr. David L. Askren in late 1926 or early 1927.| The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2403292,P.CtYBR inv. 2330,"Document (?), Byzantine-Medieval CE vii [TCP]",cop,Coptic,"1965b"
archives.yale.edu/repositories/11/archival_objects/2401313,P.CtYBR inv. 3559,"Document, Byzantine [SLE]",grc,"Greek, Ancient (to 1453)","1993a"
archives.yale.edu/repositories/11/archival_objects/2403373,P.CtYBR inv. 2631(B),"Document, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2402131,P.CtYBR inv. 3201(B),Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405330,P.CtYBR inv. 4503 qua,"Letter (?), Byzantine-Medieval",grc,"Greek, Ancient (to 1453)","1996b"
archives.yale.edu/repositories/11/archival_objects/2402899,P.CtYBR inv. 1743,"Receipt, Ptolemaic BCE 121, Jul 24-Sep 12",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2399680,P.CtYBR inv. 412,"Document, Roman CE iii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2399487,P.CtYBR inv. 2130,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.|P.CtYBR inv. 137-151, 162-167, 240, 279, 280, and 2126-2146 were purchased by Dr. David L. Askren in late 1926 or early 1927.| The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2399914,P.CtYBR inv. 600,"Letter, notification, Roman-Byzantine (?)/ Byzantine CE ix [NG]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2404534,P.CtYBR inv. 4944,Document,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400599,P.CtYBR inv. 1173(A),"Account, Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2403759,P.CtYBR inv. 4024,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2952188,P.CtYBR inv. 2809,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2403651,P.CtYBR inv. 3925,"Letter, Roman-Byzantine",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404857,P.CtYBR inv. 5687 (A-C),"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"1992b"
archives.yale.edu/repositories/11/archival_objects/2402509,P.CtYBR inv. 3616 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2401851,P.CtYBR inv. 2582,Document,egy,Egyptian (Ancient),"1965a"
archives.yale.edu/repositories/11/archival_objects/2399396,P.CtYBR inv. 233 qua,"Petition, Ptolemaic BCE ii [HIB]",grc,"Greek, Ancient (to 1453)","1927"
archives.yale.edu/repositories/11/archival_objects/2399179,P.CtYBR inv. 51,"Contract, Roman CE ii (110-111?) [BPG]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1904: Donated by the Egypt Exploration Fund, 1904. From the Egypt Exploration Fund's excavations. Horde includes P.CtYBR inv. 2-6, 9-13, 28 (?), 29 (?), 34, 36, 39, 50-64"
archives.yale.edu/repositories/11/archival_objects/2399735,P.CtYBR inv. 453(A),"Document, Roman CE ii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402264,P.CtYBR inv. 3323,"Document (?), Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2399325,P.CtYBR inv. 169,"Letter, Roman CE early ii [HIB, CBW]",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report.| P.CtYBR inv. 168-212, and 2147-2154, were purchased by Francis Willey Kelsey and David L. Askren from Tadaros in Medinet el-Faiyum, late 1926 or early 1927. The manuscripts were brought to Yale from the British Museum between 9 May and 11 October 1927."
archives.yale.edu/repositories/11/archival_objects/2401474,P.CtYBR inv. 1935,Literary work (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2404942,P.CtYBR inv. 5773 (A-C),"Uncertain genre, Medieval",ara,Arabic,"1992b"
archives.yale.edu/repositories/11/archival_objects/2404343,P.CtYBR inv. 4753,Literary work (?),cop,Coptic,"1992b"
archives.yale.edu/repositories/11/archival_objects/2400778,P.CtYBR inv. 1264,"Contract, Roman CE i [CBW] (?)",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2403353,P.CtYBR inv. 2615 fol,"Letter, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2404823,P.CtYBR inv. 5653 (A-B),"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"1992b"
archives.yale.edu/repositories/11/archival_objects/2402518,P.CtYBR inv. 3633 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405415,P.CtYBR inv. 4668,Literary work,grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2401385,P.CtYBR inv. 1689(B),"Document, Roman CE ii-iii (?) [NL]",grc,"Greek, Ancient (to 1453)","1937"
archives.yale.edu/repositories/11/archival_objects/2402151,P.CtYBR inv. 3220,"Document (?), Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403818,P.CtYBR inv. 4087,"Document, Roman (?)",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2399859,P.CtYBR inv. 553(B),"Account, Byzantine-Medieval CE vi-vii [MIR]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2402791,P.CtYBR inv. 4125,Document,cop,Coptic,"1965a"
archives.yale.edu/repositories/11/archival_objects/2405948,P.CtYBR inv. DPg 35,"Document, Roman CE iii [CBW]",arc,Aramaic (700-300 BCE),
archives.yale.edu/repositories/11/archival_objects/2403983,P.CtYBR inv. 4269,"Document, Byzantine (?)",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400015,P.CtYBR inv. 691(second text),"Declaration on oath, Roman CE 129-130 [RD]",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2401455,P.CtYBR inv. 1918(B),Document (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2404346,P.CtYBR inv. 4756,Literary work (?),cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404145,P.CtYBR inv. 4411,Document,cop,Coptic,"1992b"
archives.yale.edu/repositories/11/archival_objects/2403159,P.CtYBR inv. 3012,"Document (?), Byzantine-Medieval CE vi-vii [TCP]",cop,Coptic,"1964"
archives.yale.edu/repositories/11/archival_objects/2399953,P.CtYBR inv. 637,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2404703,P.CtYBR inv. 5439,"Document (?), Medieval",ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400221,P.CtYBR inv. 874(B),"Document (?), Ptolemaic-Roman BCE ii-CE i [ECU]",egy,Egyptian (Ancient),"1931a"
archives.yale.edu/repositories/11/archival_objects/2402640,P.CtYBR inv. 3765 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402158,P.CtYBR inv. 3226(B),Account (?),grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2403524,P.CtYBR inv. 2887,Document,grc,"Greek, Ancient (to 1453)",pre-1983
archives.yale.edu/repositories/11/archival_objects/2403463,P.CtYBR inv. 2710,"Letter, Medieval CE viii [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2402911,P.CtYBR inv. 1753,"Account, Roman [RD]",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2400830,P.CtYBR inv. 1300,"Document, Roman CE ii [CBW]",grc,"Greek, Ancient (to 1453)","1931c"
archives.yale.edu/repositories/11/archival_objects/2402928,P.CtYBR inv. 1767(B),"Document, Byzantine-Medieval CE vi-vii [TCP] / Medieval CE viii",grc,"Greek, Ancient (to 1453)","1964"
archives.yale.edu/repositories/11/archival_objects/2399819,P.CtYBR inv. 519,"Receipt, Roman CE 253-254",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2404181,P.CtYBR inv. 4443(B),"Document, Roman (?)",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400487,P.CtYBR inv. 1081,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2400377,P.CtYBR inv. 1002,"Document, Roman",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2400626,P.CtYBR inv. 1195,"Document, Roman CE i [CBW]",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2404710,P.CtYBR inv. 5447,"Document (?), Medieval",ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405806,P.CtYBR inv. DP 11(B) fol,"List, Roman CE ca. 232 [CBW]",lat,Latin,
archives.yale.edu/repositories/11/archival_objects/2401071,P.CtYBR inv. 1480,Letter,cop,Coptic,"1928"
archives.yale.edu/repositories/11/archival_objects/2405097,P.CtYBR inv. 5929,Uncertain genre,grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404956,P.CtYBR inv. 5787,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2403404,P.CtYBR inv. 2656,"Account, Medieval CE ix [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2403757,P.CtYBR inv. 4022,"Document, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2402426,P.CtYBR inv. 3471,Document,grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2405094,P.CtYBR inv. 5926,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2400441,P.CtYBR inv. 1051(A),"Document, Roman",grc,"Greek, Ancient (to 1453)","1931b"
archives.yale.edu/repositories/11/archival_objects/2403794,P.CtYBR inv. 4065(B),"List, Roman",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404359,P.CtYBR inv. 4769,Document (?),ara,Arabic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401251,P.CtYBR inv. 1622,"Document, Ptolemaic BCE 231, Oct 13 [CBW, JASE]|Ptolemaic BCE 189, Oct 13 [WS]",grc,"Greek, Ancient (to 1453)","1935"
archives.yale.edu/repositories/11/archival_objects/2400025,P.CtYBR inv. 699(B),"Letter, Ptolemaic-(Roman)",grc,"Greek, Ancient (to 1453)","1931a"
archives.yale.edu/repositories/11/archival_objects/2401056,P.CtYBR inv. 1466(A),Document (?),cop,Coptic,"1928"
archives.yale.edu/repositories/11/archival_objects/2403510,P.CtYBR inv. 2752(A),"Account, Medieval CE x [NA]",ara,Arabic,"1965c"
archives.yale.edu/repositories/11/archival_objects/2399252,P.CtYBR inv. 99,"Document, Roman-Byzantine",grc,"Greek, Ancient (to 1453)","Acquisition Information, 1927: Purchased in Egypt on behalf of Yale, with funds that may have been donated by the General Education Fund of the Rockefeller Foundation's General Education Board. The dealers' names are given as Harold Idris Bell reported them in his 1927 report. P.CtYBR inv. 79-109, 2058-2067 were purchased by Dr. David L. Askren, before 1927."
archives.yale.edu/repositories/11/archival_objects/2403555,P.CtYBR inv. 3605,"Document, Roman CE 145-146 or 155-156 or 168-169 [RD]",grc,"Greek, Ancient (to 1453)","Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2405435,P.CtYBR inv. 4698(B),"Document, Roman",grc,"Greek, Ancient (to 1453)","1997a"
archives.yale.edu/repositories/11/archival_objects/2405061,P.CtYBR inv. 5892,"Uncertain genre, Byzantine",cop,Coptic,"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404444,P.CtYBR inv. 4853,Document,egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404941,P.CtYBR inv. 5772,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2404950,P.CtYBR inv. 5781,"Uncertain genre, Ptolemaic",egy,Egyptian (Ancient),"Acquisition information, 1992b: Purchased from Alan Edouard Samuel (University of Toronto) in New York, 24 February 1992. Related to acquisition 1965a. Horde includes P.CtYBR inv. 2016 (in part), 3077 (in part), 3078-3083, 3601-3607, 3610-3615, 3617, 3623-3629, 3658, 3666-3667, 3790, 3855-3999, 4001-4028, 4045-4079, 4081-4090, 4134-4183, 4186-4474, 4512-4596, 4675-4689, 4700, 4736-4899, 4901-4970, 5296-5458, 5549-6086, 6089-6094."
archives.yale.edu/repositories/11/archival_objects/2401300,P.CtYBR inv. 2986(B),Document (?),grc,"Greek, Ancient (to 1453)","1935"
archives.yale.edu/repositories/11/archival_objects/2402691,P.CtYBR inv. 3818,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402538,P.CtYBR inv. 3652 qua,"Document, Roman",grc,"Greek, Ancient (to 1453)","1965a"
archives.yale.edu/repositories/11/archival_objects/2402128,P.CtYBR inv. 3199,Document,grc,"Greek, Ancient (to 1453)","1965a"
